mr,nl.utterance,informativeness,naturalness,phrasing,attr.count,batch,mr.id,min.length,near,reqs,reqs2,utterance.length,no.Of.Sentences,len.Ratio,coll.channel,coll.country,coll.region,col.city,col.inform,col.natur,col.phrasing,eval.inform,eval.natur,eval.phrasing,sem.coverage,norm.sem.coverage,sem.coverage.factor,coll.task.duration
"priceRange[moderate], name[Bibimbap House], food[Japanese], area[city centre], near[Clare Hall].",Look near Clare Hall for Bibimbap House. It serves Japanese food at an average price.,2,3,4,5,txt,177,46,Clare Hall,Bibimbap House,Clare Hall,85,2,1.8478,neodev,GBR,F8,Ware,average,average,average,bad,average,good,0.6,4,good,120
"priceRange[moderate], name[Bibimbap House], food[Japanese], area[city centre], near[Clare Hall].","Bibimbap House is a Japanese restaurant, with moderate prices. You can find it in the city centre near Clare Hall.",4,4,6,5,txt,177,46,Clare Hall,Bibimbap House,Clare Hall,114,2,2.4783,inboxpounds,GBR,J8,Nottingham,average,average,average,good,good,good,1,6,good,300
"priceRange[moderate], name[Bibimbap House], food[Japanese], area[city centre], near[Clare Hall].","If you're in the city centre and looking for a Japanese restaurant with a moderate price range, then Bibimbap House is for you. It is located near Clare Hall.",6,6,6,5,txt,177,46,Clare Hall,Bibimbap House,Clare Hall,158,2,3.4348,gifthunterclub,GBR,K3,Peterborough,bad,bad,bad,good,good,good,1,6,good,600
"priceRange[moderate], name[Bibimbap House], food[Japanese], area[city centre], near[Clare Hall].","Bibimbap House serves Japanese food in the city centre, near Clare Hall.",3,4,2,5,txt,177,46,Clare Hall,Bibimbap House,Clare Hall,72,1,1.5652,neodev,GBR,F8,Ware,bad,bad,bad,average,good,bad,0.8,5,good,120
"priceRange[moderate], name[Bibimbap House], food[Japanese], area[city centre], near[Clare Hall].",Bibimbap House can be found in the city centre near Clare Hall.  It is a Japanese restaurant with moderate prices.,5,6,6,5,txt,177,46,Clare Hall,Bibimbap House,Clare Hall,114,2,2.4783,inboxpounds,GBR,J8,Nottingham,bad,bad,bad,good,good,good,1,6,good,300
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a restaurant near to the Rainbow Vegetarian Cafe which is really good in food providing at all time and cost a medium rate for all items.,3,2,1,5,pic,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,158,1,2.3582,neodev,GBR,H1,Brixton,good,bad,bad,average,bad,bad,0.6,4,good,120
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a restaurant with moderate pricing. it is located in the city centre near Rainbow Vegetarian Cafe.,5,6,6,5,pic,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,119,2,1.7761,clixsense,CAN,ON,Scarborough,average,bad,bad,good,good,good,1,6,good,420
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a mid-priced restaurant located next to the Rainbow Vegetarian Cafe in the city centre.,6,6,6,5,pic,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,108,1,1.6119,cotter,USA,SC,Charleston,good,good,good,good,good,good,0.8,5,good,360
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a restaurant near to the Rainbow Vegetarian Cafe which is really good in food providing at all time and cost a medium rate for all items.,5,5,5,5,pic,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,158,1,2.3582,neodev,GBR,H1,Brixton,average,average,good,good,good,good,0.6,4,good,120
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].","There is a moderately priced restaurant, The Golden Palace, located near Rainbow Vegetarian Cafe in the city centre.",4,4,4,5,pic,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,116,1,1.7313,clixsense,CAN,ON,Scarborough,bad,good,average,good,good,good,1,6,good,420
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",There is a mid-priced restaurant next to the Rainbow Vegetarian Cafe in the city centre. It is The Golden Palace.,4,2,1,5,pic,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,113,2,1.6866,cotter,USA,SC,Charleston,average,average,average,good,bad,bad,0.8,5,good,360
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a restaurant near to the Rainbow Vegetarian Cafe which is really good in food providing at all time and cost a medium rate for all items.,2,3,2,5,pic,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,158,1,2.3582,neodev,GBR,H1,Brixton,bad,good,average,bad,average,bad,0.6,4,good,120
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",You can find The Golden Palace at the city centre near Rainbow Vegetarian Cafe. This restaurant offers moderately priced menu items.,6,6,6,5,pic,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,132,2,1.9701,clixsense,CAN,ON,Scarborough,good,average,good,good,good,good,1,6,good,420
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",A restaurant located next to the Rainbow Vegetarian Cafe in the city centre is The Golden Palace. It is offers food that is mid-priced.,3,3,2,5,pic,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,135,2,2.0149,cotter,USA,SC,Charleston,bad,bad,bad,average,average,bad,0.8,5,good,360
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",There is a restaurant named The Golden Palace at city centre near Rainbow Vegetarian Cafe. The price range is moderate.,6,6,6,5,txt,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,119,2,1.7761,neodev,USA,NJ,Absecon,average,average,average,good,good,good,1,6,good,1140
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a  moderate priced restaurant in the city centre that near Rainbow Vegetarian Cafe and offers Japanese cuisine.,5,6,6,5,txt,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,132,1,1.9701,elite,USA,OR,Boardman,good,good,good,good,good,good,1,6,good,300
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a restaurant in the low price range. It is located near the Rainbow Vegetarian Cafe in the city centre.,6,6,5,5,txt,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,124,2,1.8507,elite,USA,CA,San Jose,average,average,average,good,good,good,0.8,5,good,660
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a restaurant with moderate price range at city centre near Rainbow Vegetarian Cafe.,4,4,4,5,txt,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,104,1,1.5522,neodev,USA,NJ,Absecon,bad,good,good,good,good,good,1,6,good,1140
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a  moderate priced restaurant in the city centre that near Rainbow Vegetarian Caf�.,6,4,2,5,txt,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,104,1,1.5522,elite,USA,OR,Boardman,average,average,average,good,good,bad,0.8,5,good,300
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",There is a cheap restaurant The Golden Palace located near the Rainbow Vegetarian Cafe in the centre of the city.,4,3,2,5,txt,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,113,1,1.6866,elite,USA,CA,San Jose,bad,bad,bad,good,average,bad,0.6,4,good,660
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",At city centre there is a decent restaurant named The Golden Palace whose price range is moderate . It is located near Rainbow Vegetarian Cafe.,4,4,4,5,txt,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,143,2,2.1343,neodev,USA,NJ,Absecon,good,bad,bad,good,good,good,1,6,good,1140
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a  moderate priced restaurant in the city centre that near Rainbow Vegetarian Cafe and has low rate.,3,2,2,5,txt,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,121,1,1.806,elite,USA,OR,Boardman,bad,bad,bad,average,bad,bad,1,6,good,300
"eatType[restaurant], name[The Golden Palace], priceRange[moderate], area[city centre], near[Rainbow Vegetarian Cafe].",The Golden Palace is a low-priced restaurant that located near the Rainbow Vegetarian Cafe in the centre of the city.,4,6,6,5,txt,180,67,Rainbow Vegetarian Cafe,The Golden Palace,Rainbow Vegetarian Cafe,117,1,1.7463,elite,USA,CA,San Jose,good,good,good,good,good,good,0.6,4,good,660
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].",Midsummer House is a mid priced sushi restaurant located near trumpington street.,4,6,6,5,pic,184,54,All Bar One,Midsummer House,All Bar One,81,1,1.5,vivatic,GBR,J9,Askham,good,good,,good,good,good,0.2,1,bad,540
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].",There is a restaurant of a 3 star rating called Midsummer House which serves sushi at a mid-price.,4,3,3,5,pic,184,54,All Bar One,Midsummer House,All Bar One,98,1,1.8148,vivatic,GBR,J9,Askham,average,average,,good,average,average,0.2,1,bad,540
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].",Located near Trumpington Street there is a restaurant which serves reasonably priced sushi. The restaurant is called Midsummer House and is rated with 3 stars.,5,4,4,5,pic,184,54,All Bar One,Midsummer House,All Bar One,159,2,2.9444,vivatic,GBR,J9,Askham,bad,,bad,good,good,good,0.2,1,bad,540
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].",Midsummer House  Japanese average All Bar One moderate.,5,4,5,5,txt,184,54,All Bar One,Midsummer House,All Bar One,55,1,1.0185,neodev,USA,IL,Chicago,good,average,average,good,good,good,1,6,good,60
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].",moderate Midsummer House Japanese average All Bar One is nice.,5,4,5,5,txt,184,54,All Bar One,Midsummer House,All Bar One,62,1,1.1481,neodev,CAN,ON,Milton,good,bad,,good,good,good,1,6,good,60
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].","Midsummer House, near All Bar One, serves Japanese food at a reasonable price. It receives average ratings.",6,5,5,5,txt,184,54,All Bar One,Midsummer House,All Bar One,107,2,1.9815,neodev,GBR,F8,Ware,good,average,average,good,good,good,0.8,5,good,240
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].",Midsummer House  Japanese average All Bar One moderate.,1,1,1,5,txt,184,54,All Bar One,Midsummer House,All Bar One,55,1,1.0185,neodev,USA,IL,Chicago,average,,good,bad,bad,bad,1,6,good,60
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].",moderate Midsummer House Japanese average All Bar One is nice.,1,1,1,5,txt,184,54,All Bar One,Midsummer House,All Bar One,62,1,1.1481,neodev,CAN,ON,Milton,average,,average,bad,bad,bad,1,6,good,60
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].",Midsummer House is a moderately-priced Japanese restaurant with average ratings. It can be found near All Bar One.,6,6,6,5,txt,184,54,All Bar One,Midsummer House,All Bar One,114,2,2.1111,neodev,GBR,F8,Ware,average,bad,bad,good,good,good,1,6,good,240
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].",Midsummer House  Japanese average All Bar One moderate.,2,2,2,5,txt,184,54,All Bar One,Midsummer House,All Bar One,55,1,1.0185,neodev,USA,IL,Chicago,,,,bad,bad,bad,1,6,good,60
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].",moderate Midsummer House Japanese average All Bar One is nice.,2,1,1,5,txt,184,54,All Bar One,Midsummer House,All Bar One,62,1,1.1481,neodev,CAN,ON,Milton,,,,bad,bad,bad,1,6,good,60
"priceRange[moderate], name[Midsummer House], food[Japanese], customerRating[average], near[All Bar One].","For Japanese food, Midsummer House has decent ratings and fair prices. It's close to All Bar One.",6,6,6,5,txt,184,54,All Bar One,Midsummer House,All Bar One,97,2,1.7963,neodev,GBR,F8,Ware,bad,good,good,good,good,good,0.6,4,good,240
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Strada is a sushi restaurant close to the Yippee Noodle Bar.  It has a three star rating.,5,5,5,5,pic,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,89,2,1.78,elite,CAN,NB,Fredericton,good,bad,average,good,good,good,0.4,2,bad,120
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Strada sushi restaurant is a popular place to eat. Located close to Yippee Noodle Bar.,6,6,6,5,pic,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,86,2,1.72,prodege,GBR,F2,Waterlooville,good,average,average,good,good,good,0.4,2,bad,180
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Strada is a restaurant providing 3 star Japanese cuisine. It is located near the Yippee Noodle Bar.,5,4,5,5,pic,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,99,2,1.98,stuffpoint,GBR,N1,Tamworth,average,good,good,good,good,good,0.6,4,good,600
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].","Strada, a three-star sushi restaurant, is right outside Yippee Noodle Bar.",4,4,3,5,pic,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,74,1,1.48,elite,CAN,NB,Fredericton,average,average,bad,good,good,average,0.4,2,bad,120
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Strada sushi restaurant is a great alternative to Yippee Noodle Bar.,5,5,5,5,pic,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,68,1,1.36,prodege,GBR,F2,Waterlooville,average,good,good,good,good,good,0.4,2,bad,180
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",There is a good quality restaurant Strada located near the Yippee Noodle Bar that provides Japanese cuisine.,2,1,1,5,pic,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,108,1,2.16,stuffpoint,GBR,N1,Tamworth,good,bad,average,bad,bad,bad,0.6,4,good,600
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Right outside Yippee Noodle Bar there is a three-star sushi restaurant named Strada.,5,5,4,5,pic,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,84,1,1.68,elite,CAN,NB,Fredericton,bad,good,good,good,good,good,0.4,2,bad,120
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].","If you want a great sushi restaurant and are bored of Yippee Noodle Bar, then Strada is a great alternative.",6,4,4,5,pic,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,108,1,2.16,prodege,GBR,F2,Waterlooville,bad,bad,bad,good,good,good,0.4,2,bad,180
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Strada is a 3 star restaurant near the Yippee Noodle Bar that offers sushi.,4,3,5,5,pic,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,75,1,1.5,stuffpoint,GBR,N1,Tamworth,bad,average,bad,good,average,good,0.4,2,bad,600
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Strada is a restaurant providing Japanese food with an average customer rating. It is located near the Yippee Noodle Bar .,4,3,3,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,122,2,2.44,tremorgames,USA,CA,San Jose,good,good,good,good,average,average,0.8,5,good,720
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].","Strada is a Japanese restaurant with an average customer rating, located near Yippee Noodle Bar.",5,4,5,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,96,1,1.92,prodege,GBR,N5,Sudbury,average,average,average,good,good,good,0.8,5,good,240
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Strada is a Japanese restaurant located near Yippee Noodle Bar with an average rating.,2,3,3,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,86,1,1.72,neodev,CAN,ON,Concord,good,good,good,bad,average,average,0.8,5,good,120
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",restaurant  Strada Japanese average Yippee Noodle Bar.,2,2,2,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,54,1,1.08,neodev,CAN,ON,Milton,average,average,bad,bad,bad,bad,0.8,5,good,60
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Strada is a Japanese restaurant with an average customer rating. It's near Yippee Noodle Bar.,2,4,5,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,93,2,1.86,elite,GBR,T9,Heriot,average,average,average,bad,good,good,0.8,5,good,240
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",There is a cheap restaurant Strada located near the Yippee Noodle Bar that provides Japanese food and have an average customer rating.,5,4,3,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,134,1,2.68,tremorgames,USA,CA,San Jose,average,average,average,good,good,average,0.8,5,good,720
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].","Strada, serving Japanese food, is rated average by its customers. It is also near Yippee Noodle Bar.",4,3,3,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,100,2,2,prodege,GBR,N5,Sudbury,bad,bad,bad,good,average,average,0.6,4,good,240
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Located near Yippee Noodle Bar Strada is an average rated Japanese restaurant.,6,4,4,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,78,1,1.56,neodev,CAN,ON,Concord,average,average,average,good,good,good,0.8,5,good,120
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",restaurant  Strada Japanese average Yippee Noodle Bar.,2,4,2,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,54,1,1.08,neodev,CAN,ON,Milton,,,,bad,good,bad,0.8,5,good,60
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Strada is a restaurant near Yippee Noodle Bar serving Japanese food. It has an average rating.,5,5,4,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,94,2,1.88,elite,GBR,T9,Heriot,bad,good,good,good,good,good,0.8,5,good,240
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",Strada is a low-priced restaurant near the Yippee Noodle Bar that delivers Japanese food and have an average customer rating.,5,4,4,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,125,1,2.5,tremorgames,USA,CA,San Jose,bad,bad,bad,good,good,good,0.8,5,good,720
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].","Serving Japanese food, Strada is a restaurant that is rated averagely by customers and is close to Yippee Noodle Bar.",6,6,6,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,117,1,2.34,prodege,GBR,N5,Sudbury,good,good,good,good,good,good,0.8,5,good,240
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",An average rated restaurant providing Japanese food is named Strada located near Yippee Noodle Bar.,6,4,3,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,99,1,1.98,neodev,CAN,ON,Concord,bad,bad,bad,good,good,average,0.8,5,good,120
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].",restaurant  Strada Japanese average Yippee Noodle Bar.,3,3,3,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,54,1,1.08,neodev,CAN,ON,Milton,,,,average,average,average,0.8,5,good,60
"eatType[restaurant], name[Strada], food[Japanese], customerRating[average], near[Yippee Noodle Bar].","Near Yippee Noodle Bar there is Strada, a Japanese restaurant with average customer rating.",4,5,5,5,txt,185,50,Yippee Noodle Bar,Strada,Yippee Noodle Bar,91,1,1.82,elite,GBR,T9,Heriot,good,bad,bad,good,good,good,0.8,5,good,240
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].",The Olive Grove is a moderately expensive restaurant in the City centre which cannot accommodate families.,3,3,4,5,pic,191,54,,The Olive Grove,NA,106,1,1.963,prodege,CAN,ON,Hamilton,good,bad,average,average,average,good,0.8,5,good,300
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].",The Olive Grove is a mid-price restaurant near the city centre.  It is not family-friendly.,4,4,4,5,pic,191,54,,The Olive Grove,NA,91,2,1.6852,elite,CAN,NB,Fredericton,average,good,average,good,good,good,0.6,4,good,120
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].","There is a medium-priced restaurant in the City centre called The Olive Grove, but it doesn't allow families.",5,5,5,5,pic,191,54,,The Olive Grove,NA,109,1,2.0185,prodege,CAN,ON,Hamilton,bad,average,bad,good,good,good,0.6,4,good,300
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].",The Olive Grove is a non-family-friendly restaurant with a middling price range.  It is located near the city centre.,3,5,3,5,pic,191,54,,The Olive Grove,NA,117,2,2.1667,elite,CAN,NB,Fredericton,bad,bad,bad,average,good,average,0.6,4,good,120
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].","The Olive Grove is a mid-price, non-family restaurant in the city centre.",5,5,5,5,pic,191,54,,The Olive Grove,NA,73,1,1.3519,prodege,CAN,ON,Hamilton,average,good,good,good,good,good,0.6,4,good,300
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].",In the city centre there is a non-family-friendly restaurant named The Olive Grove.  Meals at this restaurant are in a medium price range.,6,6,6,5,pic,191,54,,The Olive Grove,NA,138,2,2.5556,elite,CAN,NB,Fredericton,good,average,good,good,good,good,0.6,4,good,120
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].",The Olive Grove is a restaurant in the city centre. It is not family friendly and offers a moderate price range.,2,2,3,5,txt,191,54,,The Olive Grove,NA,112,2,2.0741,gifthunterclub,GBR,K3,Peterborough,good,average,bad,bad,bad,average,1,6,good,360
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].","In the city centre, The Olive Grove is a mid-range adult restaurant.",5,5,5,5,txt,191,54,,The Olive Grove,NA,68,1,1.2593,neodev,GBR,F8,Ware,good,average,average,good,good,good,0.6,4,good,180
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].","The Olive Grove is a restaurant located within the city centre, it offers a moderate price range but is not family friendly.",2,5,2,5,txt,191,54,,The Olive Grove,NA,124,1,2.2963,prodege,GBR,,,good,good,good,bad,good,bad,1,6,good,360
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].",There is a restaurant called The Olive Grove in the city centre. It has a moderate price range and is not family friendly.,6,5,5,5,txt,191,54,,The Olive Grove,NA,122,2,2.2593,gifthunterclub,GBR,K3,Peterborough,average,good,average,good,good,good,1,6,good,360
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].",The Olive Grove is a restaurant with moderate prices in the city centre. It is not family-friendly.,6,6,6,5,txt,191,54,,The Olive Grove,NA,99,2,1.8333,neodev,GBR,F8,Ware,average,bad,bad,good,good,good,0.8,5,good,180
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].",The Olive Grove is a moderate priced restaurant within the city centre but is not family friendly.,5,5,5,5,txt,191,54,,The Olive Grove,NA,98,1,1.8148,prodege,GBR,,,bad,average,bad,good,good,good,1,6,good,360
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].","If you're in the city centre and looking for a restaurant with a moderate price range, then The Olive Grove is for you. It is not family friendly.",5,5,4,5,txt,191,54,,The Olive Grove,NA,146,2,2.7037,gifthunterclub,GBR,K3,Peterborough,bad,bad,good,good,good,good,1,6,good,360
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].","A more sophisticated restaurant, The Olive Grove can be found in the city centre.",5,5,4,5,txt,191,54,,The Olive Grove,NA,81,1,1.5,neodev,GBR,F8,Ware,bad,good,good,good,good,good,0.6,4,good,180
"eatType[restaurant], name[The Olive Grove], familyFriendly[no], area[city centre], priceRange[moderate].","A moderate priced, non family friendly restaurant within the city centre would be The Olive Grove.",3,2,1,5,txt,191,54,,The Olive Grove,NA,98,1,1.8148,prodege,GBR,,,average,bad,average,average,bad,bad,0.8,5,good,360
"familyFriendly[no], name[Alimentum], priceRange[moderate], area[city centre], food[Japanese].",Alimentum is an adult setting restaurant in the city centre.,4,6,6,5,pic,196,43,,Alimentum,NA,60,1,1.3953,dailyrewardsca,CAN,ON,Windsor,,good,good,good,good,good,0.4,2,bad,360
"familyFriendly[no], name[Alimentum], priceRange[moderate], area[city centre], food[Japanese].",Alimentum is a mid-priced sushi place in the city centre.,5,6,6,5,pic,196,43,,Alimentum,NA,57,1,1.3256,prodege,CAN,ON,Hamilton,bad,good,good,good,good,good,0.4,2,bad,180
"familyFriendly[no], name[Alimentum], priceRange[moderate], area[city centre], food[Japanese].",Alimentum is a restaurant not for the whole family  in the medium price range. It is located in the city centre.,3,3,6,5,pic,196,43,,Alimentum,NA,112,2,2.6047,stuffpoint,GBR,N1,Tamworth,average,average,average,average,average,good,0.4,2,bad,300
"familyFriendly[no], name[Alimentum], priceRange[moderate], area[city centre], food[Japanese].",there is a mid range restaurant serving sushi near city centre...Alimentum is not a family restaurant.,3,2,1,5,pic,196,43,,Alimentum,NA,102,4,2.3721,dailyrewardsca,CAN,ON,Windsor,bad,average,average,average,bad,bad,0.4,2,bad,360
"familyFriendly[no], name[Alimentum], priceRange[moderate], area[city centre], food[Japanese].",There is a place in the city centre which serves moderately priced sushi which is called Alimentum.,3,3,2,5,pic,196,43,,Alimentum,NA,99,1,2.3023,prodege,CAN,ON,Hamilton,average,bad,average,average,average,bad,0.6,4,good,180
"familyFriendly[no], name[Alimentum], priceRange[moderate], area[city centre], food[Japanese].",There is a reasonably priced restaurant Alimentum located in the centre of the city that is not for the whole family.,6,6,6,5,pic,196,43,,Alimentum,NA,117,1,2.7209,stuffpoint,GBR,N1,Tamworth,good,good,good,good,good,good,0.2,1,bad,300
